id;name;score;episodes;aired;broadcast;source;duration;ranked;members;studios;genres;recomendation
4468;Cyborg 009: Call of Justice 3;6.71;1;Dec 9, 2016;None;Manga;2 hr.;2;1,260;add some;Action|Adventure|Mecha|Sci-Fi|Shounen;Cyborg 009: Call of Justice 2<>AutoRec|Cyborg 009: Call of Justice 1<>AutoRec|One Punch Man<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Boku no Hero Academia<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Nanatsu no Taizai<>AutoRec|Ajin 2nd Season<>AutoRec|Kimi no Na wa.<>AutoRec|Shingeki no Kyojin<>AutoRec
4469;Domo-kun;6.71;37;Dec 22, 1998 to Jan 1, 2008;Not scheduled once per week;Original;39 sec. per ep.;2;1,360;dwarf;Slice of Life|Comedy|Kids;Death Note<>AutoRec|Fullmetal Alchemist<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Durarara!!<>AutoRec|Toradora!<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Sword Art Online<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Elfen Lied<>AutoRec
4470;Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu;6.71;1;Mar 26, 1997;None;Manga;44 min.;2;37,814;Toei Animation;Action|Adventure|Comedy|Super Power|Martial Arts|Fantasy|Shounen;Dragon Ball Z<>AutoRec|Dragon Ball<>AutoRec|Dragon Ball GT<>AutoRec|Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen<>AutoRec|Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta<>AutoRec|Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou<>AutoRec|Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru<>AutoRec|Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai<>AutoRec|Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu<>AutoRec|Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi<>AutoRec
4471;Freezing Specials;6.71;6;Mar 30, 2011 to Aug 24, 2011;None;Unknown;3 min. per ep.;2;31,101;A.C.G.T.;Action|Comedy|Ecchi;Grisaia no Rakuen Specials<>1 User|Freezing<>AutoRec|Freezing Vibration<>AutoRec|High School DxD<>AutoRec|Highschool of the Dead<>AutoRec|Sword Art Online<>AutoRec|Shingeki no Kyojin<>AutoRec|High School DxD New<>AutoRec|Death Note<>AutoRec|Angel Beats!<>AutoRec|Freezing Vibration Specials<>AutoRec
4472;Gambo;6.71;1;Jul 20, 2013;None;Original;12 min.;2;4,994;Sunrise;Demons|Historical;Friends: Mononoke Shima no Naki<>1 User|Koi Tsubomi<>1 User|Kuma Miko<>1 User|Buki yo Saraba<>AutoRec|Tsukumo<>AutoRec|Hi no Youjin<>AutoRec|One Punch Man<>AutoRec|Kimi no Na wa.<>AutoRec|Shingeki no Kyojin<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Short Peace Opening<>AutoRec|Akira<>AutoRec|Kotonoha no Niwa<>AutoRec
4473;Gasaraki;6.71;25;Oct 4, 1998 to Mar 28, 1999;Sundays at 09:30 (JST);Original;25 min. per ep.;2;12,317;Sunrise;Drama|Mecha|Military|Psychological|Supernatural;Neon Genesis Evangelion<>2 Users|s.CRY.ed<>1 User|Otogizoushi<>1 User|Betterman<>1 User|Kuromukuro<>1 User|Ghost in the Shell: Stand Alone Complex 2nd GIG<>1 User|Flag<>1 User|Ghost in the Shell 2: Innocence<>1 User|Monster<>1 User
4474;Gyakuten Saiban 6 Prologue;6.71;1;Mar 17, 2016;None;Game;8 min.;2;1,754;add some;Mystery;"Kimi no Na wa.<>AutoRec|Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!<>AutoRec|One Punch Man<>AutoRec|Boku no Hero Academia<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Shingeki no Kyojin<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Mob Psycho 100<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec"
4475;Hanaukyou Maid-tai;6.71;12;Apr 12, 2001 to Jun 28, 2001;Unknown;Manga;14 min. per ep.;2;21,081;Daume;Comedy|Ecchi|Harem|Romance;Kore ga Watashi no Goshujinsama<>3 Users|Girls Bravo: First Season<>1 User|Princess Lover!<>1 User|Hanaukyou Maid-tai: La Verite<>1 User|Green Green<>1 User
4476;Hareluya II Boy;6.71;25;Apr 8, 1997 to Sep 30, 1997;Tuesdays at 01:15 (JST);Manga;23 min. per ep.;2;780;Triangle Staff;Action|Fantasy|Comedy|School|Shounen;One Piece<>AutoRec|Fullmetal Alchemist<>AutoRec|Naruto<>AutoRec|Bleach<>AutoRec|Naruto: Shippuuden<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|D.Gray-man<>AutoRec|Rurouni Kenshin: Meiji Kenkaku Romantan<>AutoRec|Elfen Lied<>AutoRec
4477;Hina Logi: From Luck & Logic;6.71;12;Jul 1, 2017 to Sep 23, 2017;Saturdays at Unknown;Card game;23 min. per ep.;2;13,954;Doga Kobo;Action|Comedy|Fantasy|School;Mahou Shoujo Nante Mou Ii Desukara.<>1 User|Luck & Logic<>1 User|Fate/kaleid liner Prisma☆Illya<>1 User
4478;Honoo no Mirage;6.71;13;Jan 7, 2002 to Apr 8, 2002;Unknown;Light novel;24 min. per ep.;2;14,372;Madhouse;Action|Romance|Supernatural|Historical|School|Drama|Shounen Ai;Yami no Matsuei<>2 Users|Uragiri wa Boku no Namae wo Shitteiru<>2 Users|Jikuu Tenshou Nazca<>1 User|Nabari no Ou<>1 User|Yakumo Tatsu<>1 User|Tactics<>1 User
4479;Jetter Mars;6.71;27;Feb 3, 1977 to Sep 15, 1977;Unknown;Original;23 min. per ep.;2;481;Toei Animation;Action|Drama|Mecha|Sci-Fi;Shingeki no Kyojin<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Death Note<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Another<>AutoRec|UFO Robo Grendizer<>AutoRec|Mononoke Hime<>AutoRec|Dragon Ball<>AutoRec|Naruto<>AutoRec|Bleach<>AutoRec
4480;Kamui no Ken;6.71;1;Sep 3, 1985;None;Novel;2 hr. 12 min.;2;3,288;Madhouse;Adventure|Fantasy|Historical|Drama|Shounen;Sengoku Kitan Youtouden Movie<>2 Users|Stranger: Mukou Hadan<>1 User|Samurai Deeper Kyou<>1 User|Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka<>1 User
4481;Karakuri Kiden: Hiwou Senki;6.71;26;Oct 24, 2000 to May 1, 2001;Tuesdays at 18:30 (JST);Original;25 min. per ep.;2;817;Bones;Action|Adventure|Mecha|Historical;Digimon Adventure<>AutoRec|Cardcaptor Sakura<>AutoRec|Darker than Black: Kuro no Keiyakusha<>AutoRec|Fullmetal Alchemist<>AutoRec|Jigoku Shoujo<>AutoRec|Yuu☆Yuu☆Hakusho<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Gakuen Alice<>AutoRec|Death Note<>AutoRec
4482;Kemeko Deluxe!;6.71;12;Oct 5, 2008 to Dec 21, 2008;Unknown;Manga;24 min. per ep.;2;29,569;Hal Film Maker;Action|Comedy|Ecchi|Romance|School|Sci-Fi|Shounen;FLCL<>3 Users|To LOVE-Ru<>3 Users|Jungle wa Itsumo Hare nochi Guu<>2 Users|Gokukoku no Brynhildr<>2 Users|Tetsuwan Birdy Decode:02<>1 User|Netoge no Yome wa Onnanoko ja Nai to Omotta?<>1 User|Asobi ni Iku yo!<>1 User|Seto no Hanayome<>1 User|Bokusatsu Tenshi Dokuro-chan<>1 User|Bokusatsu Tenshi Dokuro-chan 2<>1 User|Rosario to Vampire<>1 User|Kanokon<>1 User
4483;Kurokami: Intermission;6.71;1;Apr 3, 2009;None;Unknown;23 min.;2;4,822;Sunrise;Action|Martial Arts|Super Power;Kurokami The Animation<>AutoRec|Kurokami: Tora to Tsubasa<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Naruto: Shippuuden<>AutoRec|Death Note<>AutoRec|Bleach<>AutoRec|Sword Art Online<>AutoRec|Angel Beats!<>AutoRec|Highschool of the Dead<>AutoRec|Fairy Tail<>AutoRec
4484;Kyokujitsu no Kantai;6.71;15;Feb 21, 1997 to 2002;None;Unknown;30 min. per ep.;2;675;J.C.Staff;Action|Drama|Historical|Military;Shingeki no Kyojin<>AutoRec|Death Note<>AutoRec|Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season<>AutoRec|Youjo Senki<>AutoRec|Eromanga-sensei<>AutoRec|Overlord<>AutoRec|Aoki Hagane no Arpeggio: Ars Nova Cadenza<>AutoRec|Shingeki no Kyojin Season 2<>AutoRec|Aoki Hagane no Arpeggio: Ars Nova<>AutoRec|Gate: Jieitai Kanochi nite, Kaku Tatakaeri<>AutoRec
4485;Love Get Chu;6.71;25;Apr 5, 2006 to Sep 27, 2006;Unknown;Visual novel;24 min. per ep.;2;6,129;Radix;Comedy|Romance;Rec<>3 Users|The iDOLM@STER<>2 Users|Hit wo Nerae!<>1 User|Sore ga Seiyuu!<>1 User|Mahou Shoujo Madoka★Magica<>1 User|Lemon Angel Project<>1 User|Joshikousei: Girl's High<>1 User
4486;M3: Sono Kuroki Hagane;6.71;24;Apr 22, 2014 to Sep 30, 2014;Tuesdays at 01:35 (JST);Original;24 min. per ep.;2;42,706;Satelight;Action|Sci-Fi|Mystery|Psychological|Drama|Mecha;Neon Genesis Evangelion<>3 Users|Innocent Venus<>2 Users|Aldnoah.Zero<>2 Users|Shinsekai yori<>2 Users|Bokurano<>2 Users|Black Bullet<>1 User|A.F<>1 User|Boogiepop wa Warawanai: Boogiepop Phantom<>1 User|Heavy Object<>1 User|Zetsuen no Tempest<>1 User|Soukou no Strain<>1 User|Muv-Luv Alternative: Total Eclipse<>1 User|Guilty Crown<>1 User|Evangelion: 1.0 You Are (Not) Alone<>1 User|D.Gray-man<>1 User|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.<>1 User|Mayoiga<>1 User|Mugen no Ryvius<>1 User|Another<>1 User|Sidonia no Kishi<>1 User|Darker than Black: Kuro no Keiyakusha<>1 User
4487;Masou Gakuen HxH Specials;6.71;6;Sep 30, 2016 to Dec 21, 2016;None;Light novel;4 min. per ep.;2;9,264;Production IMS;Harem|Ecchi;Shingeki no Kyojin Season 2<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Rokudenashi Majutsu Koushi to Akashic Records<>AutoRec|Re:Zero kara Hajimeru Isekai Seikatsu<>AutoRec|Eromanga-sensei<>AutoRec|Masamune-kun no Revenge<>AutoRec|Kimi no Na wa.<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Koe no Katachi<>AutoRec
4488;Medaka no Gakkou;6.71;5;Apr 10, 2001 to Feb 26, 2005;None;Unknown;14 min. per ep.;2;510;add some;Comedy;Medaka Box<>AutoRec|Medaka Box Abnormal<>AutoRec|Bleach<>AutoRec|Fullmetal Alchemist<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Shingeki no Kyojin<>AutoRec|High School DxD<>AutoRec|Death Note<>AutoRec|Fairy Tail<>AutoRec|High School DxD New<>AutoRec
4489;Mikagura Gakuen Kumikyoku;6.71;5;Feb 25, 2015;None;Music;3 min. per ep.;2;976;add some;Music|Psychological|School;Mekakucity Days<>1 User|Boku no Hero Academia 2nd Season<>AutoRec|Koe no Katachi<>AutoRec|Made in Abyss<>AutoRec|Kimi no Na wa.<>AutoRec|Tsurezure Children<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Kakegurui<>AutoRec|New Game!!<>AutoRec|Mahoutsukai no Yome: Hoshi Matsu Hito<>AutoRec
4490;Mikan Enikki Specials;6.71;2;Aug 24, 1993;None;Manga;20 min. per ep.;2;161;Nippon Animation;Slice of Life|Comedy|Shoujo;Mikan Enikki<>AutoRec|Boku dake ga Inai Machi<>AutoRec|Natsume Yuujinchou Roku<>AutoRec|Yuri!!! on Ice<>AutoRec|Boku no Hero Academia<>AutoRec|Shigatsu wa Kimi no Uso<>AutoRec|Koe no Katachi<>AutoRec|Ore Monogatari!!<>AutoRec|One Punch Man<>AutoRec|Death Note<>AutoRec
4491;Nekogami Yaoyorozu;6.71;12;Jul 9, 2011 to Sep 24, 2011;Unknown;Manga;23 min. per ep.;2;13,875;AIC Plus+;Slice of Life|Comedy|Supernatural|Seinen;Hayate no Gotoku!<>1 User|Touhou Niji Sousaku Doujin Anime: Musou Kakyou<>1 User|Binbougami ga!<>1 User|Kamichu!<>1 User|Fruits Basket<>1 User|Gochuumon wa Usagi desu ka?<>1 User|Natsume Yuujinchou<>1 User|Namiuchigiwa no Muromi-san<>1 User|Kanamemo<>1 User
4492;Ore, Twintail ni Narimasu.;6.71;12;Oct 10, 2014 to Dec 26, 2014;Fridays at 01:46 (JST);Light novel;24 min. per ep.;2;82,781;Production IMS;Action|Comedy|Romance|Fantasy|School|Shounen;Kämpfer<>6 Users|Kenzen Robo Daimidaler<>5 Users|Haiyore! Nyaruko-san<>3 Users|Moetan<>2 Users|Koukaku no Pandora<>2 Users|Binan Koukou Chikyuu Bouei-bu LOVE!<>2 Users|Samurai Flamenco<>1 User|Akahori Gedou Hour Rabuge<>1 User|Senki Zesshou Symphogear<>1 User|Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai<>1 User|JoJo no Kimyou na Bouken: Stardust Crusaders<>1 User|One Punch Man<>1 User|Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru<>1 User|Date A Live<>1 User|Digimon Adventure 02<>1 User|Kore wa Zombie Desu ka?<>1 User|Hentai Ouji to Warawanai Neko.<>1 User|Vividred Operation<>1 User|Bishoujo Senshi Sailor Moon: Sailor Stars<>1 User
4493;Princess Principal: Ange Report;6.71;1;Sep 16, 2017;None;Original;24 min.;2;3,551;Studio 3Hz;Action|Mystery;Princess Principal<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)<>AutoRec|Made in Abyss<>AutoRec|Kakegurui<>AutoRec|Gamers!<>AutoRec|Tsurezure Children<>AutoRec|Aho Girl<>AutoRec|Re:Creators<>AutoRec|New Game!!<>AutoRec
4494;Sansha Sanyou Specials;6.71;3;Jun 29, 2016 to Aug 17, 2016;None;4-koma manga;6 min. per ep.;2;3,703;Doga Kobo;Comedy|School|Slice of Life;New Game!!<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Aho Girl<>AutoRec|Tsurezure Children<>AutoRec|Gabriel DropOut<>AutoRec|Eromanga-sensei<>AutoRec|Boku no Hero Academia 2nd Season<>AutoRec|Gamers!<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2 OVA<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec
4495;Sensei no Ojikan: Doki Doki School Hours OVA;6.71;7;Aug 4, 2004 to Feb 2, 2005;None;4-koma manga;23 min. per ep.;2;1,559;J.C.Staff;Comedy|School;Sensei no Ojikan: Doki Doki School Hours<>AutoRec|Lucky☆Star<>AutoRec|Death Note<>AutoRec|Azumanga Daioh<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Ouran Koukou Host Club<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec|Clannad<>AutoRec|Toradora!<>AutoRec|Clannad: After Story<>AutoRec
4496;Seton Doubutsuki: Risu no Banner;6.71;26;Apr 7, 1979 to Sep 29, 1979;Unknown;Unknown;23 min. per ep.;2;777;Nippon Animation;Kids|Drama;Howl no Ugoku Shiro<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Death Note<>AutoRec|Mononoke Hime<>AutoRec|Tonari no Totoro<>AutoRec|Tenkuu no Shiro Laputa<>AutoRec|Alps no Shoujo Heidi<>AutoRec|Shingeki no Kyojin<>AutoRec|Gake no Ue no Ponyo<>AutoRec|One Piece<>AutoRec
4497;Shadow Skill (1996);6.71;3;Sep 21, 1996 to Nov 21, 1996;None;Unknown;30 min. per ep.;2;3,487;Zero-G Room;Adventure|Drama|Fantasy|Shounen;The Choujo<>1 User|Trigun<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Mononoke Hime<>AutoRec|Shadow Skill<>AutoRec|Juubee Ninpuuchou<>AutoRec|Samurai Champloo<>AutoRec|Cowboy Bebop<>AutoRec|Shadow Skill: Eigi<>AutoRec|Akira<>AutoRec|Neon Genesis Evangelion<>AutoRec
4498;SKET Dance: SD Character Flash Anime;6.71;16;Mar 7, 2011 to Oct 14, 2011;None;Unknown;1 min. per ep.;2;2,341;Tatsunoko Production;Comedy|School|Shounen;SKET Dance<>AutoRec|SKET Dance OVA<>AutoRec|SKET Dance: Tettei Bunseki Special<>AutoRec|Shingeki no Kyojin<>AutoRec|Sword Art Online<>AutoRec|Danshi Koukousei no Nichijou<>AutoRec|Naruto: Shippuuden<>AutoRec|Steins,Gate<>AutoRec|Kuroko no Basket<>AutoRec|Kimi no Na wa.<>AutoRec
4499;Sky Girls OVA;6.71;1;Aug 25, 2006;None;Unknown;28 min.;2;5,916;J.C.Staff;Mecha|Military|Sci-Fi;Strike Witches OVA<>1 User|Sky Girls<>AutoRec|Suzumiya Haruhi no Yuuutsu<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Toradora!<>AutoRec|Lucky☆Star<>AutoRec|Neon Genesis Evangelion<>AutoRec|Death Note<>AutoRec|Code Geass: Hangyaku no Lelouch R2<>AutoRec|Shakugan no Shana<>AutoRec
4500;Space Cobra Pilot;6.71;1;Dec 31, 1981;None;Unknown;23 min.;2;1,024;add some;Action|Adventure|Space|Sci-Fi;Lupin VIII<>1 User|Space Cobra<>AutoRec|Space Adventure Cobra<>AutoRec|Cobra The Animation: The Psycho-Gun<>AutoRec|Cobra The Animation<>AutoRec|Ghost in the Shell<>AutoRec|Cobra The Animation: Time Drive<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Shingeki no Kyojin<>AutoRec|Akira<>AutoRec|Mononoke Hime<>AutoRec
4501;Sukitte Ii na yo.: Mei and Marshmallow;6.71;10;Dec 26, 2012 to May 22, 2013;None;Unknown;1 min. per ep.;2;22,165;Zexcs;Romance|School|Shoujo;Sugar*Soldier<>1 User|Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou<>1 User|Sukitte Ii na yo.<>AutoRec|Shingeki no Kyojin<>AutoRec|Tonari no Kaibutsu-kun<>AutoRec|Sword Art Online<>AutoRec|Kaichou wa Maid-sama!<>AutoRec|Tokyo Ghoul<>AutoRec|Toradora!<>AutoRec|Ao Haru Ride<>AutoRec|Death Note<>AutoRec|Noragami<>AutoRec
4502;Teekyuu 9;6.71;12;Jul 12, 2017 to Sep 27, 2017;Wednesdays at 22:40 (JST);Manga;2 min. per ep.;2;5,660;Millepensee;Comedy|Sports;Boku no Hero Academia 2nd Season<>AutoRec|Made in Abyss<>AutoRec|New Game!!<>AutoRec|Aho Girl<>AutoRec|Tsurezure Children<>AutoRec|Kobayashi-san Chi no Maid Dragon<>AutoRec|Kono Subarashii Sekai ni Shukufuku wo! 2<>AutoRec|Little Witch Academia (TV)<>AutoRec|Kakegurui<>AutoRec|Gamers!<>AutoRec
4503;Telepathy Shoujo Ran;6.71;26;Jun 21, 2008 to Dec 20, 2008;Unknown;Novel;24 min. per ep.;2;6,772;TMS Entertainment;Fantasy|School;Mahoutsukai ni Taisetsu na Koto: Natsu no Sora<>1 User|Kotoura-san<>1 User|Ghost Hunt<>1 User|Kamichu!<>1 User
4504;Tetsujin 28-gou: Hakuchuu no Zangetsu;6.71;1;Mar 31, 2007;None;Unknown;1 hr. 35 min.;2;479;Palm Studio;Action|Adventure|Mecha|Sci-Fi;Tetsujin 28-gou (2004)<>AutoRec|Redline<>AutoRec|Akira<>AutoRec|Shin Mazinger Shougeki! Z-hen<>AutoRec|Tengen Toppa Gurren Lagann<>AutoRec|JoJo no Kimyou na Bouken (TV)<>AutoRec|Change!! Getter Robo: Sekai Saigo no Hi<>AutoRec|Mahou Shoujo Madoka★Magica<>AutoRec|Tonari no Totoro<>AutoRec|Macross Plus<>AutoRec
4505;Tokyo Underground;6.71;26;Apr 2, 2002 to Sep 24, 2002;Tuesdays at 18:30 (JST);Manga;25 min. per ep.;2;19,782;Studio Pierrot;Action|Adventure|Romance|Sci-Fi|Shounen|Super Power;Kaze no Stigma<>2 Users|Busou Renkin<>2 Users|GetBackers<>1 User|E's Otherwise<>1 User|Asu no Yoichi!<>1 User|Erementar Gerad<>1 User|Spider Riders: Oracle no Yuusha-tachi<>1 User|MÄR<>1 User|Gate Keepers<>1 User|Speed Grapher<>1 User|Rekka no Honoo<>1 User|Kore wa Zombie Desu ka?<>1 User|Bleach<>1 User
4506;Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi;6.71;1;Nov 21, 2002;None;Unknown;44 min.;2;1,348;TMS Entertainment;Adventure|Comedy|Kids;Tottoko Hamtarou<>AutoRec|Pokemon<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken<>AutoRec|Death Note<>AutoRec|Ouran Koukou Host Club<>AutoRec|Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!<>AutoRec|Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess<>AutoRec|Pokemon: Kesshoutou no Teiou Entei<>AutoRec|Naruto<>AutoRec
4507;3 Choume no Tama: Uchi no Tama Shirimasenka?;6.7;35;Jul 3, 1993 to Sep 25, 1994;Unknown;Unknown;23 min. per ep.;2;1,133;add some;Adventure;Akachan to Boku<>AutoRec|Ie Naki Ko Remi<>AutoRec|Shingeki no Kyojin<>AutoRec|Death Note<>AutoRec|Romeo no Aoi Sora<>AutoRec|Digimon Adventure<>AutoRec|Slam Dunk<>AutoRec|Hunter x Hunter (2011)<>AutoRec|One Piece<>AutoRec|Digimon Tamers<>AutoRec
4508;Alien 9;6.7;4;Jun 25, 2001 to Feb 25, 2002;None;Manga;28 min. per ep.;2;17,987;J.C.Staff;Sci-Fi|Horror|Psychological|School;Mahou Shoujo Madoka★Magica<>6 Users|Narutaru: Mukuro Naru Hoshi Tama Taru Ko<>4 Users|Neon Genesis Evangelion<>3 Users|Cencoroll<>2 Users|Blood-C<>1 User|Gakkougurashi!<>1 User|Azumanga Daioh<>1 User|FLCL<>1 User|Rikujou Bouei-tai Mao-chan<>1 User|Musaigen no Phantom World<>1 User|Bokurano<>1 User|Haibane Renmei<>1 User|Figure 17: Tsubasa & Hikaru<>1 User|Bishoujo Senshi Sailor Moon<>1 User|Brigadoon: Marin to Melan<>1 User|Kakugo no Susume<>1 User|Made in Abyss<>1 User|Elfen Lied<>1 User|Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari<>1 User
4509;Alps Monogatari: Watashi no Annette;6.7;48;Jan 9, 1983 to Dec 25, 1983;Sundays at 19:30 (JST);Unknown;25 min. per ep.;2;1,980;Nippon Animation;Drama|Historical|Slice of Life;Alps no Shoujo Heidi<>1 User|Death Note<>AutoRec|Ai no Wakakusa Monogatari<>AutoRec|Mononoke Hime<>AutoRec|Howl no Ugoku Shiro<>AutoRec|Shingeki no Kyojin<>AutoRec|Wakakusa Monogatari: Nan to Jo-sensei<>AutoRec|Princess Sara<>AutoRec|Akage no Anne<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec
4510;Bakusou Kyoudai Let's & Go MAX;6.7;51;Jan 5, 1998 to Dec 21, 1998;Mondays at 18:00 (JST);Manga;25 min. per ep.;2;1,876;Xebec;Cars|Shounen|Sports;Bakusou Kyoudai Let's & Go<>AutoRec|Bakusou Kyoudai Let's & Go WGP<>AutoRec|Death Note<>AutoRec|Digimon Adventure<>AutoRec|Shingeki no Kyojin<>AutoRec|Naruto: Shippuuden<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Naruto<>AutoRec|One Piece<>AutoRec|Dragon Ball Z<>AutoRec
4511;Bakusou Kyoudai Let's & Go!! WGP Bousou Mini Yonku Daitsuiseki;6.7;1;Jul 5, 1997;None;Manga;1 hr. 20 min.;2;437;add some;Adventure|Cars|Shounen|Sports;Bakusou Kyoudai Let's & Go WGP<>AutoRec|Bakusou Kyoudai Let's & Go<>AutoRec|Bakusou Kyoudai Let's & Go MAX<>AutoRec|Hunter x Hunter (2011)<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Digimon Adventure<>AutoRec|Kimi no Na wa.<>AutoRec|Mirai Nikki (TV)<>AutoRec|One Piece<>AutoRec|Boku dake ga Inai Machi<>AutoRec
4512;Blue Dragon: Tenkai no Shichi Ryuu;6.7;51;Apr 5, 2008 to Mar 28, 2009;Unknown;Game;20 min. per ep.;2;8,187;Studio Pierrot;Adventure|Comedy|Fantasy|Supernatural;Digimon Adventure 02<>1 User|Blue Dragon<>AutoRec|Death Note<>AutoRec|Naruto<>AutoRec|Naruto: Shippuuden<>AutoRec|Dragon Ball Z<>AutoRec|Shingeki no Kyojin<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Bleach<>AutoRec|Sword Art Online<>AutoRec|Fairy Tail<>AutoRec
4513;Choujuu Kishin Dancougar: God Bless Dancougar;6.7;1;Apr 15, 1987;None;Unknown;1 hr. 20 min.;2;790;Production Reed;Action|Mecha|Sci-Fi;Choujuu Kishin Dancougar<>AutoRec|Tengen Toppa Gurren Lagann<>AutoRec|Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem<>AutoRec|Top wo Nerae! Gunbuster<>AutoRec|Change!! Getter Robo: Sekai Saigo no Hi<>AutoRec|Macross: Do You Remember Love?<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Yuusha-Ou GaoGaiGar<>AutoRec|Macross<>AutoRec|Full Metal Panic! The Second Raid<>AutoRec
4514;Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza;6.7;11;May 28, 2004 to Mar 25, 2005;None;Manga;3 min. per ep.;2;8,941;Gonzo;Adventure|Comedy|Demons|Historical|Supernatural;Fate/Zero: Onegai! Einzbern Soudanshitsu<>1 User|Chrno Crusade<>AutoRec|Death Note<>AutoRec|Fullmetal Alchemist<>AutoRec|Elfen Lied<>AutoRec|Code Geass: Hangyaku no Lelouch<>AutoRec|Fullmetal Alchemist: Brotherhood<>AutoRec|Ouran Koukou Host Club<>AutoRec|Sen to Chihiro no Kamikakushi<>AutoRec|Code Geass: Hangyaku no Lelouch R2<>AutoRec|Bleach<>AutoRec
